Action,org:resource,concept:name,EventOrigin,EventID,lifecycle:transition,time:timestamp,,case:LoanGoal,case:ApplicationType,case:concept:name,case:RequestedAmount
Created,User_2,O_Create Offer,Offer,Offer_446640290,complete,2016-02-22 12:15:15.691000+00:00,,Existing loan takeover,New credit,Application_1252717204,20600
statechange,User_2,O_Created,Offer,OfferState_1607517504,complete,2016-02-22 12:15:17.038000+00:00,,Existing loan takeover,New credit,Application_1252717204,20600
statechange,User_2,O_Sent (mail and online),Offer,OfferState_1822408467,complete,2016-02-22 12:15:29.467000+00:00,,Existing loan takeover,New credit,Application_1252717204,20600
statechange,User_113,A_Validating,Application,ApplState_870997883,complete,2016-03-04 07:50:06.108000+00:00,,Existing loan takeover,New credit,Application_1252717204,20600
statechange,User_113,O_Returned,Offer,OfferState_2026913852,complete,2016-03-04 07:50:18.715000+00:00,,Existing loan takeover,New credit,Application_1252717204,20600
statechange,User_68,O_Accepted,Offer,OfferState_2024934796,complete,2016-03-08 11:32:37.293000+00:00,,Existing loan takeover,New credit,Application_1252717204,20600
statechange,User_68,A_Pending,Application,ApplState_1878648493,complete,2016-03-08 11:32:37.297000+00:00,,Existing loan takeover,New credit,Application_1252717204,20600
Deleted,User_68,W_Validate application,Workflow,Workitem_1456418349,complete,2016-03-08 11:32:37.300000+00:00,,Existing loan takeover,New credit,Application_1252717204,20600
statechange,User_68,O_Cancelled,Offer,OfferState_1945257230,complete,2016-03-08 11:32:37.312000+00:00,,Existing loan takeover,New credit,Application_1252717204,20600
statechange,User_68,O_Cancelled,Offer,OfferState_112168869,complete,2016-03-08 11:32:37.322000+00:00,,Existing loan takeover,New credit,Application_1252717204,20600
statechange,User_68,O_Cancelled,Offer,OfferState_234296654,complete,2016-03-08 11:32:37.332000+00:00,,Existing loan takeover,New credit,Application_1252717204,20600
Created,User_14,A_Create Application,Application,Application_24648067,complete,2016-01-04 09:42:16.359000+00:00,,Caravan / Camper,New credit,Application_24648067,15000
statechange,User_14,A_Concept,Application,ApplState_282832489,complete,2016-01-04 09:42:16.388000+00:00,,Caravan / Camper,New credit,Application_24648067,15000
statechange,User_22,A_Accepted,Application,ApplState_782621046,complete,2016-01-04 18:49:35.925000+00:00,,Caravan / Camper,New credit,Application_24648067,15000
Created,User_22,O_Create Offer,Offer,Offer_682110028,complete,2016-01-04 18:51:59.231000+00:00,,Caravan / Camper,New credit,Application_24648067,15000
statechange,User_22,O_Created,Offer,OfferState_1105739041,complete,2016-01-04 18:52:00.466000+00:00,,Caravan / Camper,New credit,Application_24648067,15000
statechange,User_22,O_Sent (mail and online),Offer,OfferState_1565094236,complete,2016-01-04 18:55:21.997000+00:00,,Caravan / Camper,New credit,Application_24648067,15000
Deleted,User_22,W_Complete application,Workflow,Workitem_754426617,complete,2016-01-04 18:55:22.048000+00:00,,Caravan / Camper,New credit,Application_24648067,15000
statechange,User_22,A_Complete,Application,ApplState_1242744220,complete,2016-01-04 18:55:22.099000+00:00,,Caravan / Camper,New credit,Application_24648067,15000
statechange,User_119,A_Validating,Application,ApplState_1685275391,complete,2016-01-14 10:46:43.991000+00:00,,Caravan / Camper,New credit,Application_24648067,15000
statechange,User_119,O_Returned,Offer,OfferState_1633833841,complete,2016-01-14 10:47:00.382000+00:00,,Caravan / Camper,New credit,Application_24648067,15000
statechange,User_115,O_Accepted,Offer,OfferState_561312792,complete,2016-01-15 09:14:48.697000+00:00,,Caravan / Camper,New credit,Application_24648067,15000
statechange,User_115,A_Pending,Application,ApplState_1248256717,complete,2016-01-15 09:14:48.701000+00:00,,Caravan / Camper,New credit,Application_24648067,15000
Created,User_1,A_Create Application,Application,Application_1823402778,complete,2016-01-04 09:46:10.645000+00:00,,Not speficied,New credit,Application_1823402778,15000
statechange,User_1,A_Submitted,Application,ApplState_1401538490,complete,2016-01-04 09:46:10.704000+00:00,,Not speficied,New credit,Application_1823402778,15000
statechange,User_1,A_Concept,Application,ApplState_628062799,complete,2016-01-04 09:47:15.444000+00:00,,Not speficied,New credit,Application_1823402778,15000
statechange,User_15,A_Accepted,Application,ApplState_603479386,complete,2016-01-04 10:50:38.841000+00:00,,Not speficied,New credit,Application_1823402778,15000
Created,User_15,O_Create Offer,Offer,Offer_480986136,complete,2016-01-04 10:54:33.864000+00:00,,Not speficied,New credit,Application_1823402778,15000
statechange,User_15,O_Created,Offer,OfferState_536709670,complete,2016-01-04 10:54:35.143000+00:00,,Not speficied,New credit,Application_1823402778,15000
statechange,User_15,O_Sent (mail and online),Offer,OfferState_30031289,complete,2016-01-04 10:54:49.696000+00:00,,Not speficied,New credit,Application_1823402778,15000
Deleted,User_15,W_Complete application,Workflow,Workitem_1823402273,complete,2016-01-04 10:54:49.719000+00:00,,Not speficied,New credit,Application_1823402778,15000
statechange,User_15,A_Complete,Application,ApplState_1169596866,complete,2016-01-04 10:54:49.736000+00:00,,Not speficied,New credit,Application_1823402778,15000
Created,User_43,O_Create Offer,Offer,Offer_1185562763,complete,2016-01-04 13:30:16.884000+00:00,,Not speficied,New credit,Application_1823402778,15000
statechange,User_43,O_Created,Offer,OfferState_1376372803,complete,2016-01-04 13:30:18.093000+00:00,,Not speficied,New credit,Application_1823402778,15000
statechange,User_43,O_Sent (online only),Offer,OfferState_1431215539,complete,2016-01-04 13:30:30.130000+00:00,,Not speficied,New credit,Application_1823402778,15000
Created,User_4,O_Create Offer,Offer,Offer_856471158,complete,2016-01-05 17:25:11.886000+00:00,,Not speficied,New credit,Application_1823402778,15000
statechange,User_4,O_Created,Offer,OfferState_1077550854,complete,2016-01-05 17:25:13.156000+00:00,,Not speficied,New credit,Application_1823402778,15000
statechange,User_4,O_Sent (mail and online),Offer,OfferState_1326169944,complete,2016-01-05 17:25:23.284000+00:00,,Not speficied,New credit,Application_1823402778,15000
statechange,User_117,A_Validating,Application,ApplState_1518540718,complete,2016-01-15 11:00:42.181000+00:00,,Not speficied,New credit,Application_1823402778,15000
statechange,User_117,O_Returned,Offer,OfferState_1579022503,complete,2016-01-15 11:00:56.338000+00:00,,Not speficied,New credit,Application_1823402778,15000
statechange,User_115,O_Accepted,Offer,OfferState_1278143706,complete,2016-01-15 14:54:49.340000+00:00,,Not speficied,New credit,Application_1823402778,15000
statechange,User_115,A_Pending,Application,ApplState_1725245316,complete,2016-01-15 14:54:49.344000+00:00,,Not speficied,New credit,Application_1823402778,15000
statechange,User_115,O_Cancelled,Offer,OfferState_574652491,complete,2016-01-15 14:54:49.359000+00:00,,Not speficied,New credit,Application_1823402778,15000
statechange,User_115,O_Cancelled,Offer,OfferState_951190878,complete,2016-01-15 14:54:49.368000+00:00,,Not speficied,New credit,Application_1823402778,15000
Created,User_19,A_Create Application,Application,Application_2108937169,complete,2016-01-04 09:50:49.366000+00:00,,Unknown,New credit,Application_2108937169,0
statechange,User_19,A_Concept,Application,ApplState_2085225772,complete,2016-01-04 09:50:49.382000+00:00,,Unknown,New credit,Application_2108937169,0
statechange,User_19,A_Accepted,Application,ApplState_1271494442,complete,2016-01-04 10:03:13.616000+00:00,,Unknown,New credit,Application_2108937169,0
Created,User_19,O_Create Offer,Offer,Offer_240332268,complete,2016-01-04 10:07:38.160000+00:00,,Unknown,New credit,Application_2108937169,0
statechange,User_19,O_Created,Offer,OfferState_1387080725,complete,2016-01-04 10:07:39.774000+00:00,,Unknown,New credit,Application_2108937169,0
statechange,User_19,O_Sent (mail and online),Offer,OfferState_556000507,complete,2016-01-04 10:15:24.159000+00:00,,Unknown,New credit,Application_2108937169,0
Deleted,User_19,W_Complete application,Workflow,Workitem_1043435196,complete,2016-01-04 10:15:24.175000+00:00,,Unknown,New credit,Application_2108937169,0
statechange,User_19,A_Complete,Application,ApplState_220042360,complete,2016-01-04 10:15:24.187000+00:00,,Unknown,New credit,Application_2108937169,0
statechange,User_117,A_Validating,Application,ApplState_2088298932,complete,2016-01-11 12:38:44.086000+00:00,,Unknown,New credit,Application_2108937169,0
statechange,User_117,O_Returned,Offer,OfferState_330559215,complete,2016-01-11 12:39:29.527000+00:00,,Unknown,New credit,Application_2108937169,0
Deleted,User_30,W_Validate application,Workflow,Workitem_2097823119,complete,2016-01-12 09:59:50.099000+00:00,,Unknown,New credit,Application_2108937169,0
statechange,User_30,A_Incomplete,Application,ApplState_1539028334,complete,2016-01-12 09:59:50.108000+00:00,,Unknown,New credit,Application_2108937169,0
statechange,User_118,A_Validating,Application,ApplState_119270772,complete,2016-01-12 14:15:49.965000+00:00,,Unknown,New credit,Application_2108937169,0
Deleted,User_29,W_Validate application,Workflow,Workitem_1183559911,complete,2016-01-12 15:59:05.650000+00:00,,Unknown,New credit,Application_2108937169,0
statechange,User_29,A_Incomplete,Application,ApplState_106098668,complete,2016-01-12 15:59:05.668000+00:00,,Unknown,New credit,Application_2108937169,0
statechange,User_30,O_Accepted,Offer,OfferState_1276956264,complete,2016-01-22 07:03:32.127000+00:00,,Unknown,New credit,Application_2108937169,0
statechange,User_30,A_Pending,Application,ApplState_1525897594,complete,2016-01-22 07:03:32.146000+00:00,,Unknown,New credit,Application_2108937169,0
Created,User_47,A_Create Application,Application,Application_895241174,complete,2016-01-04 10:06:39.718000+00:00,,Extra spending limit,Limit raise,Application_895241174,22000
statechange,User_47,A_Concept,Application,ApplState_312735419,complete,2016-01-04 10:06:39.720000+00:00,,Extra spending limit,Limit raise,Application_895241174,22000
statechange,User_15,A_Accepted,Application,ApplState_595547023,complete,2016-01-04 11:12:06.178000+00:00,,Extra spending limit,Limit raise,Application_895241174,22000
Created,User_15,O_Create Offer,Offer,Offer_645753135,complete,2016-01-04 11:15:38.857000+00:00,,Extra spending limit,Limit raise,Application_895241174,22000
statechange,User_15,O_Created,Offer,OfferState_1972636956,complete,2016-01-04 11:15:40.585000+00:00,,Extra spending limit,Limit raise,Application_895241174,22000
statechange,User_15,O_Sent (mail and online),Offer,OfferState_1741070589,complete,2016-01-04 11:15:54.657000+00:00,,Extra spending limit,Limit raise,Application_895241174,22000
Deleted,User_15,W_Complete application,Workflow,Workitem_2094440792,complete,2016-01-04 11:15:54.682000+00:00,,Extra spending limit,Limit raise,Application_895241174,22000
statechange,User_15,A_Complete,Application,ApplState_1271633208,complete,2016-01-04 11:15:54.698000+00:00,,Extra spending limit,Limit raise,Application_895241174,22000
Created,User_43,O_Create Offer,Offer,Offer_1570229159,complete,2016-01-04 16:42:46.400000+00:00,,Extra spending limit,Limit raise,Application_895241174,22000
statechange,User_43,O_Created,Offer,OfferState_1540300083,complete,2016-01-04 16:42:47.688000+00:00,,Extra spending limit,Limit raise,Application_895241174,22000
statechange,User_43,O_Sent (online only),Offer,OfferState_903767643,complete,2016-01-04 16:43:03.586000+00:00,,Extra spending limit,Limit raise,Application_895241174,22000
Created,User_4,O_Create Offer,Offer,Offer_533969936,complete,2016-01-05 17:17:37.025000+00:00,,Extra spending limit,Limit raise,Application_895241174,22000
statechange,User_4,O_Created,Offer,OfferState_1454308480,complete,2016-01-05 17:17:38.512000+00:00,,Extra spending limit,Limit raise,Application_895241174,22000
statechange,User_4,O_Sent (mail and online),Offer,OfferState_382465863,complete,2016-01-05 17:17:49.866000+00:00,,Extra spending limit,Limit raise,Application_895241174,22000
statechange,User_117,A_Validating,Application,ApplState_66688294,complete,2016-01-13 08:20:35.464000+00:00,,Extra spending limit,Limit raise,Application_895241174,22000
statechange,User_117,O_Returned,Offer,OfferState_959535849,complete,2016-01-13 08:20:51.584000+00:00,,Extra spending limit,Limit raise,Application_895241174,22000
statechange,User_115,O_Accepted,Offer,OfferState_747891993,complete,2016-01-14 12:40:03.165000+00:00,,Extra spending limit,Limit raise,Application_895241174,22000
statechange,User_115,A_Pending,Application,ApplState_805845267,complete,2016-01-14 12:40:03.168000+00:00,,Extra spending limit,Limit raise,Application_895241174,22000
statechange,User_115,O_Cancelled,Offer,OfferState_1122865768,complete,2016-01-14 12:40:03.181000+00:00,,Extra spending limit,Limit raise,Application_895241174,22000
statechange,User_115,O_Cancelled,Offer,OfferState_2089534800,complete,2016-01-14 12:40:03.190000+00:00,,Extra spending limit,Limit raise,Application_895241174,22000
Created,User_1,A_Create Application,Application,Application_1290239114,complete,2016-01-04 10:10:35.773000+00:00,,Car,New credit,Application_1290239114,15000
statechange,User_1,A_Submitted,Application,ApplState_1475147008,complete,2016-01-04 10:10:35.855000+00:00,,Car,New credit,Application_1290239114,15000
statechange,User_1,A_Concept,Application,ApplState_62362959,complete,2016-01-04 10:13:01.753000+00:00,,Car,New credit,Application_1290239114,15000
statechange,User_3,A_Accepted,Application,ApplState_1423942964,complete,2016-01-05 15:12:04.230000+00:00,,Car,New credit,Application_1290239114,15000
Created,User_3,O_Create Offer,Offer,Offer_913513267,complete,2016-01-05 15:13:07.826000+00:00,,Car,New credit,Application_1290239114,15000
statechange,User_3,O_Created,Offer,OfferState_2119433342,complete,2016-01-05 15:13:09.056000+00:00,,Car,New credit,Application_1290239114,15000
statechange,User_3,O_Sent (mail and online),Offer,OfferState_1312452310,complete,2016-01-05 15:13:24.698000+00:00,,Car,New credit,Application_1290239114,15000
Deleted,User_3,W_Complete application,Workflow,Workitem_655917176,complete,2016-01-05 15:13:24.713000+00:00,,Car,New credit,Application_1290239114,15000
statechange,User_3,A_Complete,Application,ApplState_520178961,complete,2016-01-05 15:13:24.723000+00:00,,Car,New credit,Application_1290239114,15000
statechange,User_113,A_Validating,Application,ApplState_923275430,complete,2016-01-13 09:49:59.065000+00:00,,Car,New credit,Application_1290239114,15000
statechange,User_113,O_Returned,Offer,OfferState_1292318710,complete,2016-01-13 09:54:07.578000+00:00,,Car,New credit,Application_1290239114,15000
statechange,User_115,O_Accepted,Offer,OfferState_654444603,complete,2016-01-13 10:55:51.362000+00:00,,Car,New credit,Application_1290239114,15000
statechange,User_115,A_Pending,Application,ApplState_1833379400,complete,2016-01-13 10:55:51.406000+00:00,,Car,New credit,Application_1290239114,15000
Created,User_47,A_Create Application,Application,Application_1787371920,complete,2016-01-04 10:18:31.591000+00:00,,"Other, see explanation",Limit raise,Application_1787371920,23500
statechange,User_47,A_Concept,Application,ApplState_1916571574,complete,2016-01-04 10:18:31.594000+00:00,,"Other, see explanation",Limit raise,Application_1787371920,23500
statechange,User_24,A_Accepted,Application,ApplState_1348812472,complete,2016-01-05 08:42:33.178000+00:00,,"Other, see explanation",Limit raise,Application_1787371920,23500
Created,User_24,O_Create Offer,Offer,Offer_1290421381,complete,2016-01-05 08:43:29.804000+00:00,,"Other, see explanation",Limit raise,Application_1787371920,23500
statechange,User_24,O_Created,Offer,OfferState_1265362412,complete,2016-01-05 08:43:31.045000+00:00,,"Other, see explanation",Limit raise,Application_1787371920,23500
statechange,User_24,O_Sent (mail and online),Offer,OfferState_507798329,complete,2016-01-05 08:44:31.931000+00:00,,"Other, see explanation",Limit raise,Application_1787371920,23500
Deleted,User_24,W_Complete application,Workflow,Workitem_405517702,complete,2016-01-05 08:44:31.959000+00:00,,"Other, see explanation",Limit raise,Application_1787371920,23500
statechange,User_24,A_Complete,Application,ApplState_2100324633,complete,2016-01-05 08:44:31.996000+00:00,,"Other, see explanation",Limit raise,Application_1787371920,23500
statechange,User_127,A_Validating,Application,ApplState_1376861319,complete,2016-01-13 11:05:51.812000+00:00,,"Other, see explanation",Limit raise,Application_1787371920,23500
statechange,User_127,O_Returned,Offer,OfferState_1395460238,complete,2016-01-13 11:06:11.381000+00:00,,"Other, see explanation",Limit raise,Application_1787371920,23500
statechange,User_102,A_Incomplete,Application,ApplState_1781431073,complete,2016-01-13 12:16:49.537000+00:00,,"Other, see explanation",Limit raise,Application_1787371920,23500
statechange,User_118,A_Validating,Application,ApplState_326195308,complete,2016-01-13 15:37:52.512000+00:00,,"Other, see explanation",Limit raise,Application_1787371920,23500
statechange,User_90,O_Accepted,Offer,OfferState_293738881,complete,2016-01-14 08:16:42.659000+00:00,,"Other, see explanation",Limit raise,Application_1787371920,23500
statechange,User_90,A_Pending,Application,ApplState_1284139751,complete,2016-01-14 08:16:42.675000+00:00,,"Other, see explanation",Limit raise,Application_1787371920,23500
Created,User_47,A_Create Application,Application,Application_1471099537,complete,2016-01-04 10:26:46.907000+00:00,,Car,Limit raise,Application_1471099537,10000
statechange,User_47,A_Concept,Application,ApplState_1522674864,complete,2016-01-04 10:26:46.911000+00:00,,Car,Limit raise,Application_1471099537,10000
statechange,User_4,A_Accepted,Application,ApplState_1303789992,complete,2016-01-05 09:07:31.987000+00:00,,Car,Limit raise,Application_1471099537,10000
Created,User_4,O_Create Offer,Offer,Offer_72138522,complete,2016-01-05 09:10:13.801000+00:00,,Car,Limit raise,Application_1471099537,10000
statechange,User_4,O_Created,Offer,OfferState_1581468212,complete,2016-01-05 09:10:15.013000+00:00,,Car,Limit raise,Application_1471099537,10000
Created,User_4,O_Create Offer,Offer,Offer_253224262,complete,2016-01-05 09:11:44.740000+00:00,,Car,Limit raise,Application_1471099537,10000
statechange,User_4,O_Created,Offer,OfferState_779913256,complete,2016-01-05 09:11:45.984000+00:00,,Car,Limit raise,Application_1471099537,10000
statechange,User_4,O_Cancelled,Offer,OfferState_1052754533,complete,2016-01-05 09:12:06.941000+00:00,,Car,Limit raise,Application_1471099537,10000
statechange,User_4,O_Sent (mail and online),Offer,OfferState_148134067,complete,2016-01-05 09:12:27.342000+00:00,,Car,Limit raise,Application_1471099537,10000
statechange,User_4,A_Complete,Application,ApplState_18505139,complete,2016-01-05 09:12:27.380000+00:00,,Car,Limit raise,Application_1471099537,10000
statechange,User_117,A_Validating,Application,ApplState_1584079380,complete,2016-01-11 08:32:03.765000+00:00,,Car,Limit raise,Application_1471099537,10000
statechange,User_117,O_Returned,Offer,OfferState_1101554214,complete,2016-01-11 08:32:14.457000+00:00,,Car,Limit raise,Application_1471099537,10000
statechange,User_115,O_Accepted,Offer,OfferState_2094863217,complete,2016-01-12 09:44:57.619000+00:00,,Car,Limit raise,Application_1471099537,10000
statechange,User_115,A_Pending,Application,ApplState_184846943,complete,2016-01-12 09:44:57.622000+00:00,,Car,Limit raise,Application_1471099537,10000
Created,User_43,A_Create Application,Application,Application_37839400,complete,2016-01-04 10:31:47.066000+00:00,,Car,Limit raise,Application_37839400,25000
statechange,User_43,A_Concept,Application,ApplState_1259272959,complete,2016-01-04 10:31:47.077000+00:00,,Car,Limit raise,Application_37839400,25000
statechange,User_43,A_Accepted,Application,ApplState_2061575363,complete,2016-01-04 10:33:05.012000+00:00,,Car,Limit raise,Application_37839400,25000
Created,User_44,O_Create Offer,Offer,Offer_318390809,complete,2016-01-09 10:19:25.363000+00:00,,Car,Limit raise,Application_37839400,25000
statechange,User_44,O_Created,Offer,OfferState_2063241928,complete,2016-01-09 10:19:26.592000+00:00,,Car,Limit raise,Application_37839400,25000
statechange,User_44,O_Sent (mail and online),Offer,OfferState_1148833753,complete,2016-01-09 10:20:03.895000+00:00,,Car,Limit raise,Application_37839400,25000
statechange,User_44,A_Complete,Application,ApplState_1002533501,complete,2016-01-09 10:20:03.966000+00:00,,Car,Limit raise,Application_37839400,25000
statechange,User_118,A_Validating,Application,ApplState_54168685,complete,2016-02-02 07:29:35.834000+00:00,,Car,Limit raise,Application_37839400,25000
statechange,User_118,O_Returned,Offer,OfferState_31093414,complete,2016-02-02 07:30:16.570000+00:00,,Car,Limit raise,Application_37839400,25000
statechange,User_90,A_Incomplete,Application,ApplState_1482792961,complete,2016-02-02 08:11:21.062000+00:00,,Car,Limit raise,Application_37839400,25000
statechange,User_119,A_Validating,Application,ApplState_174383532,complete,2016-02-03 07:44:14.841000+00:00,,Car,Limit raise,Application_37839400,25000
statechange,User_115,O_Accepted,Offer,OfferState_992090102,complete,2016-02-03 14:07:44.403000+00:00,,Car,Limit raise,Application_37839400,25000
statechange,User_115,A_Pending,Application,ApplState_323386970,complete,2016-02-03 14:07:44.406000+00:00,,Car,Limit raise,Application_37839400,25000
Created,User_89,A_Create Application,Application,Application_1128910355,complete,2016-01-04 10:38:47.611000+00:00,,Car,Limit raise,Application_1128910355,0
statechange,User_89,A_Concept,Application,ApplState_1167162085,complete,2016-01-04 10:38:47.618000+00:00,,Car,Limit raise,Application_1128910355,0
statechange,User_89,A_Accepted,Application,ApplState_842759793,complete,2016-01-04 10:47:13.012000+00:00,,Car,Limit raise,Application_1128910355,0
Created,User_89,O_Create Offer,Offer,Offer_864688635,complete,2016-01-04 10:54:50.561000+00:00,,Car,Limit raise,Application_1128910355,0
statechange,User_89,O_Created,Offer,OfferState_891056344,complete,2016-01-04 10:54:51.863000+00:00,,Car,Limit raise,Application_1128910355,0
statechange,User_89,O_Sent (mail and online),Offer,OfferState_1832458764,complete,2016-01-04 10:58:03.305000+00:00,,Car,Limit raise,Application_1128910355,0
Deleted,User_89,W_Complete application,Workflow,Workitem_1785652609,complete,2016-01-04 10:58:03.339000+00:00,,Car,Limit raise,Application_1128910355,0
statechange,User_89,A_Complete,Application,ApplState_2051409151,complete,2016-01-04 10:58:03.361000+00:00,,Car,Limit raise,Application_1128910355,0
Created,User_4,O_Create Offer,Offer,Offer_633250251,complete,2016-01-05 17:24:21.158000+00:00,,Car,Limit raise,Application_1128910355,0
statechange,User_4,O_Created,Offer,OfferState_1777132239,complete,2016-01-05 17:24:22.422000+00:00,,Car,Limit raise,Application_1128910355,0
statechange,User_4,O_Sent (mail and online),Offer,OfferState_247295894,complete,2016-01-05 17:24:34.803000+00:00,,Car,Limit raise,Application_1128910355,0
statechange,User_112,A_Validating,Application,ApplState_1390157837,complete,2016-02-04 09:34:00.770000+00:00,,Car,Limit raise,Application_1128910355,0
Deleted,User_112,W_Validate application,Workflow,Workitem_1798974764,complete,2016-02-04 09:38:44.446000+00:00,,Car,Limit raise,Application_1128910355,0
statechange,User_112,A_Incomplete,Application,ApplState_510722856,complete,2016-02-04 09:38:44.480000+00:00,,Car,Limit raise,Application_1128910355,0
statechange,User_112,O_Returned,Offer,OfferState_540962581,complete,2016-02-04 09:39:42.727000+00:00,,Car,Limit raise,Application_1128910355,0
statechange,User_17,A_Cancelled,Application,ApplState_1732790984,complete,2016-02-27 09:54:22.340000+00:00,,Car,Limit raise,Application_1128910355,0
statechange,User_17,O_Cancelled,Offer,OfferState_1647646531,complete,2016-02-27 09:54:22.396000+00:00,,Car,Limit raise,Application_1128910355,0
statechange,User_17,O_Cancelled,Offer,OfferState_1564816464,complete,2016-02-27 09:54:22.405000+00:00,,Car,Limit raise,Application_1128910355,0
Deleted,User_17,W_Call incomplete files,Workflow,Workitem_786224211,complete,2016-02-27 09:54:22.421000+00:00,,Car,Limit raise,Application_1128910355,0
Created,User_47,A_Create Application,Application,Application_54405635,complete,2016-01-04 10:40:54.565000+00:00,,"Other, see explanation",Limit raise,Application_54405635,6000
statechange,User_47,A_Concept,Application,ApplState_194216079,complete,2016-01-04 10:40:54.568000+00:00,,"Other, see explanation",Limit raise,Application_54405635,6000
statechange,User_24,A_Accepted,Application,ApplState_420255477,complete,2016-01-05 09:21:30.462000+00:00,,"Other, see explanation",Limit raise,Application_54405635,6000
Created,User_24,O_Create Offer,Offer,Offer_1138597209,complete,2016-01-05 09:24:02.466000+00:00,,"Other, see explanation",Limit raise,Application_54405635,6000
statechange,User_24,O_Created,Offer,OfferState_1456797657,complete,2016-01-05 09:24:03.758000+00:00,,"Other, see explanation",Limit raise,Application_54405635,6000
statechange,User_24,O_Sent (mail and online),Offer,OfferState_1367666463,complete,2016-01-05 09:24:15.147000+00:00,,"Other, see explanation",Limit raise,Application_54405635,6000
Deleted,User_24,W_Complete application,Workflow,Workitem_2066244916,complete,2016-01-05 09:24:15.170000+00:00,,"Other, see explanation",Limit raise,Application_54405635,6000
statechange,User_24,A_Complete,Application,ApplState_1493762761,complete,2016-01-05 09:24:15.190000+00:00,,"Other, see explanation",Limit raise,Application_54405635,6000
statechange,User_1,A_Cancelled,Application,ApplState_2116905783,complete,2016-02-05 07:00:24.627000+00:00,,"Other, see explanation",Limit raise,Application_54405635,6000
statechange,User_1,O_Cancelled,Offer,OfferState_440060385,complete,2016-02-05 07:00:24.668000+00:00,,"Other, see explanation",Limit raise,Application_54405635,6000
Created,User_1,A_Create Application,Application,Application_395903076,complete,2016-01-04 10:43:43.965000+00:00,,Existing loan takeover,New credit,Application_395903076,16000
statechange,User_1,A_Submitted,Application,ApplState_1457383938,complete,2016-01-04 10:43:44.541000+00:00,,Existing loan takeover,New credit,Application_395903076,16000
statechange,User_1,A_Concept,Application,ApplState_1276275069,complete,2016-01-04 10:45:00.064000+00:00,,Existing loan takeover,New credit,Application_395903076,16000
statechange,User_7,A_Accepted,Application,ApplState_1994901474,complete,2016-01-05 10:40:00.962000+00:00,,Existing loan takeover,New credit,Application_395903076,16000
Created,User_7,O_Create Offer,Offer,Offer_854462842,complete,2016-01-05 10:41:26.584000+00:00,,Existing loan takeover,New credit,Application_395903076,16000
statechange,User_7,O_Created,Offer,OfferState_1667982188,complete,2016-01-05 10:41:27.854000+00:00,,Existing loan takeover,New credit,Application_395903076,16000
statechange,User_7,O_Sent (mail and online),Offer,OfferState_1002912909,complete,2016-01-05 10:44:42.766000+00:00,,Existing loan takeover,New credit,Application_395903076,16000
statechange,User_7,A_Complete,Application,ApplState_1647729168,complete,2016-01-05 10:44:42.796000+00:00,,Existing loan takeover,New credit,Application_395903076,16000
statechange,User_113,A_Validating,Application,ApplState_1631599024,complete,2016-01-13 09:04:44.966000+00:00,,Existing loan takeover,New credit,Application_395903076,16000
statechange,User_113,O_Returned,Offer,OfferState_619372477,complete,2016-01-13 09:04:51.440000+00:00,,Existing loan takeover,New credit,Application_395903076,16000
statechange,User_115,O_Accepted,Offer,OfferState_1037415939,complete,2016-01-13 09:41:23.168000+00:00,,Existing loan takeover,New credit,Application_395903076,16000
statechange,User_115,A_Pending,Application,ApplState_269059273,complete,2016-01-13 09:41:23.171000+00:00,,Existing loan takeover,New credit,Application_395903076,16000
Created,User_1,A_Create Application,Application,Application_1859638703,complete,2016-01-04 10:44:47.654000+00:00,,"Other, see explanation",New credit,Application_1859638703,15000
statechange,User_1,A_Submitted,Application,ApplState_1027540970,complete,2016-01-04 10:44:47.732000+00:00,,"Other, see explanation",New credit,Application_1859638703,15000
statechange,User_1,A_Concept,Application,ApplState_189567875,complete,2016-01-04 10:46:20.613000+00:00,,"Other, see explanation",New credit,Application_1859638703,15000
statechange,User_31,A_Accepted,Application,ApplState_1168706631,complete,2016-01-04 16:14:05.909000+00:00,,"Other, see explanation",New credit,Application_1859638703,15000
Created,User_31,O_Create Offer,Offer,Offer_2029556784,complete,2016-01-04 16:20:02.329000+00:00,,"Other, see explanation",New credit,Application_1859638703,15000
statechange,User_31,O_Created,Offer,OfferState_650082488,complete,2016-01-04 16:20:03.650000+00:00,,"Other, see explanation",New credit,Application_1859638703,15000
statechange,User_31,O_Sent (mail and online),Offer,OfferState_1293812760,complete,2016-01-04 16:29:44.443000+00:00,,"Other, see explanation",New credit,Application_1859638703,15000
statechange,User_31,A_Complete,Application,ApplState_1190733448,complete,2016-01-04 16:29:44.534000+00:00,,"Other, see explanation",New credit,Application_1859638703,15000
Created,User_110,O_Create Offer,Offer,Offer_1118658251,complete,2016-01-06 15:08:27.949000+00:00,,"Other, see explanation",New credit,Application_1859638703,15000
statechange,User_110,O_Created,Offer,OfferState_1458004906,complete,2016-01-06 15:08:29.119000+00:00,,"Other, see explanation",New credit,Application_1859638703,15000
statechange,User_110,O_Sent (mail and online),Offer,OfferState_1267015193,complete,2016-01-06 15:08:39.213000+00:00,,"Other, see explanation",New credit,Application_1859638703,15000
statechange,User_116,A_Validating,Application,ApplState_1230731867,complete,2016-01-11 12:13:56.441000+00:00,,"Other, see explanation",New credit,Application_1859638703,15000
